"id","government_id","name","rti_requests_count","created_at","updated_at"
257,1,"E/I,Paramaribo",0,"2023-06-24 08:53:09.273477000","2023-06-24 08:53:09.273477000"
258,1,"E/I, Rome, Italy",0,"2023-06-24 08:53:09.287157000","2023-06-24 08:53:09.287157000"
259,1,"HCI, Port of Spain",0,"2023-06-24 08:53:09.297804000","2023-06-24 08:53:09.297804000"
260,1,"HCI, Windhoek",0,"2023-06-24 08:53:09.309883000","2023-06-24 08:53:09.309883000"
261,1,"E/I, Yangon",0,"2023-06-24 08:53:09.318179000","2023-06-24 08:53:09.318179000"
262,1,"E/I, Zagreb",0,"2023-06-24 08:53:09.327827000","2023-06-24 08:53:09.327827000"
263,1,CGI Zanzibar,0,"2023-06-24 08:53:09.349043000","2023-06-24 08:53:09.349043000"
264,1,"CGI, Vladivostok",0,"2023-06-24 08:53:09.364717000","2023-06-24 08:53:09.364717000"
265,1,"CGI Milan, Italy",0,"2023-06-24 08:53:09.379379000","2023-06-24 08:53:09.379379000"
266,1,"HCI Lusaka, Zambia",0,"2023-06-24 08:53:09.394120000","2023-06-24 08:53:09.394120000"
267,1,"E/I, Ljubljana",0,"2023-06-24 08:53:09.408592000","2023-06-24 08:53:09.408592000"
268,1,"E/I, Abidjan",0,"2023-06-24 08:53:09.422721000","2023-06-24 08:53:09.422721000"
269,1,"HCI, Accra",0,"2023-06-24 08:53:09.436874000","2023-06-24 08:53:09.436874000"
270,1,"E/I, Beirut",0,"2023-06-24 08:53:09.451596000","2023-06-24 08:53:09.451596000"
271,1,"E/I, Ashgabat",0,"2023-06-24 08:53:09.464461000","2023-06-24 08:53:09.464461000"
272,1,"CGI, Atlanta",0,"2023-06-24 08:53:09.480671000","2023-06-24 08:53:09.480671000"
273,1,"E/I, Bahrain",0,"2023-06-24 08:53:09.496584000","2023-06-24 08:53:09.496584000"
274,1,"E/I, Bogota",0,"2023-06-24 08:53:09.512823000","2023-06-24 08:53:09.512823000"
275,1,"CGI, Dubai",0,"2023-06-24 08:53:09.529301000","2023-06-24 08:53:09.529301000"
276,1,"E/I, Dublin",0,"2023-06-24 08:53:09.544353000","2023-06-24 08:53:09.544353000"
277,1,"CGI, Durban",0,"2023-06-24 08:53:09.559268000","2023-06-24 08:53:09.559268000"
278,1,"CGI,  Edinburgh",0,"2023-06-24 08:53:09.573058000","2023-06-24 08:53:09.573058000"
279,1,"HCI, Gaborone",0,"2023-06-24 08:53:09.594431000","2023-06-24 08:53:09.594431000"
280,1,"PMI, Geneva",0,"2023-06-24 08:53:09.608292000","2023-06-24 08:53:09.608292000"
281,1,"E/ I, Havana",0,"2023-06-24 08:53:09.624280000","2023-06-24 08:53:09.624280000"
282,1,"HCI, Johannesburg",0,"2023-06-24 08:53:09.639016000","2023-06-24 08:53:09.639016000"
283,1,"E/I, Kabul",0,"2023-06-24 08:53:09.650262000","2023-06-24 08:53:09.650262000"
284,1,"HCI, Lagos",0,"2023-06-24 08:53:09.663337000","2023-06-24 08:53:09.663337000"
285,1,"New York, PMI",0,"2023-06-24 08:53:09.679555000","2023-06-24 08:53:09.679555000"
286,1,"E/I, Yerevan",0,"2023-06-24 08:53:09.696991000","2023-06-24 08:53:09.696991000"
287,1,"E/I, Niamey",0,"2023-06-24 08:53:09.711885000","2023-06-24 08:53:09.711885000"
288,1,"HCI, Lilongwe",0,"2023-06-24 08:53:09.734319000","2023-06-24 08:53:09.734319000"
289,1,"CGI, Mazar-e-sharif",0,"2023-06-24 08:53:09.757167000","2023-06-24 08:53:09.757167000"
290,1,E/I Brasilia,0,"2023-06-24 08:53:09.771794000","2023-06-24 08:53:09.771794000"
291,1,CGI Frankfurt,0,"2023-06-24 08:53:09.789707000","2023-06-24 08:53:09.789707000"
292,1,"HCI, Georgetown",0,"2023-06-24 08:53:09.809622000","2023-06-24 08:53:09.809622000"
293,1,CGI Guangzhou,0,"2023-06-24 08:53:09.824032000","2023-06-24 08:53:09.824032000"
294,1,E/I Guatemala,0,"2023-06-24 08:53:09.842392000","2023-06-24 08:53:09.842392000"
295,1,CGI Herat,0,"2023-06-24 08:53:09.856654000","2023-06-24 08:53:09.856654000"
296,1,CGI Jaffna,0,"2023-06-24 08:53:09.875651000","2023-06-24 08:53:09.875651000"
297,1,CGI Jalalabad,0,"2023-06-24 08:53:09.889767000","2023-06-24 08:53:09.889767000"
298,1,E/I Juba,0,"2023-06-24 08:53:09.906442000","2023-06-24 08:53:09.906442000"
299,1,CGI Kandahar,0,"2023-06-24 08:53:09.919140000","2023-06-24 08:53:09.919140000"
300,1,"E/I, Kinshasa",0,"2023-06-24 08:53:09.936991000","2023-06-24 08:53:09.936991000"
301,1,E/I Lisbon,0,"2023-06-24 08:53:09.952110000","2023-06-24 08:53:09.952110000"
302,1,"CGI, Mandalay",0,"2023-06-24 08:53:09.965535000","2023-06-24 08:53:09.965535000"
303,1,Ramallah City,0,"2023-06-24 08:53:09.978279000","2023-06-24 08:53:09.978279000"
304,1,"CGI, San Francisco",0,"2023-06-24 08:53:09.991581000","2023-06-24 08:53:09.991581000"
305,1,"CGI, Sao Paulo",0,"2023-06-24 08:53:10.007135000","2023-06-24 08:53:10.007135000"
306,1,"CGI, Shanghai",0,"2023-06-24 08:53:10.020038000","2023-06-24 08:53:10.020038000"
307,1,"HCI, Singapore",0,"2023-06-24 08:53:10.035057000","2023-06-24 08:53:10.035057000"
308,1,HCI Suva,0,"2023-06-24 08:53:10.048876000","2023-06-24 08:53:10.048876000"
309,1,"E/I, The Hague",0,"2023-06-24 08:53:10.063479000","2023-06-24 08:53:10.063479000"
310,1,E/I Tripoli,0,"2023-06-24 08:53:10.075003000","2023-06-24 08:53:10.075003000"
311,1,CGI Zahidan,0,"2023-06-24 08:53:10.093382000","2023-06-24 08:53:10.093382000"
312,1,Ministry of Food Processing Industries,0,"2023-06-24 08:53:10.106438000","2023-06-24 08:53:10.106438000"
313,1,Ministry of Home Affairs,0,"2023-06-24 08:53:10.120021000","2023-06-24 08:53:10.120021000"
314,1,Directorate of Coordination Police Wireless,0,"2023-06-24 08:53:10.138461000","2023-06-24 08:53:10.138461000"
315,1,National Human Rights Commission,0,"2023-06-24 08:53:10.149418000","2023-06-24 08:53:10.149418000"
316,1,Delhi Police,0,"2023-06-24 08:53:10.170349000","2023-06-24 08:53:10.170349000"
317,1,Ministry of Housing & Urban Poverty Alleviation,0,"2023-06-24 08:53:10.183182000","2023-06-24 08:53:10.183182000"
318,1,Ministry of Information & Broadcasting,0,"2023-06-24 08:53:10.198652000","2023-06-24 08:53:10.198652000"
319,1,All India Radio,0,"2023-06-24 08:53:10.213583000","2023-06-24 08:53:10.213583000"
320,1,Doordarshan,0,"2023-06-24 08:53:10.225964000","2023-06-24 08:53:10.225964000"
321,1,Directorate of Advertising and Visual Publicity,0,"2023-06-24 08:53:10.240183000","2023-06-24 08:53:10.240183000"
322,1,Registrar of Newspapers of India,0,"2023-06-24 08:53:10.256812000","2023-06-24 08:53:10.256812000"
323,1,Press Information Bureau,0,"2023-06-24 08:53:10.270028000","2023-06-24 08:53:10.270028000"
324,1,Directorate of Field Publicity,0,"2023-06-24 08:53:10.285061000","2023-06-24 08:53:10.285061000"
325,1,Photo Division,0,"2023-06-24 08:53:10.299675000","2023-06-24 08:53:10.299675000"
326,1,New Media Wing,0,"2023-06-24 08:53:10.316905000","2023-06-24 08:53:10.316905000"
327,1,Ministry of Labour & Employment,0,"2023-06-24 08:53:10.331859000","2023-06-24 08:53:10.331859000"
328,1,Employees Provident Fund Organisation,0,"2023-06-24 08:53:10.344639000","2023-06-24 08:53:10.344639000"
329,1,Office of The Chief Labour Commissioner (Central),0,"2023-06-24 08:53:10.358071000","2023-06-24 08:53:10.358071000"
330,1,Directorate General of Employment and Training,0,"2023-06-24 08:53:10.374261000","2023-06-24 08:53:10.374261000"
331,1,"Ministry of Micro, Small and Medium Enterprises",0,"2023-06-24 08:53:10.389770000","2023-06-24 08:53:10.389770000"
332,1,Ministry of Mines,0,"2023-06-24 08:53:10.411162000","2023-06-24 08:53:10.411162000"
333,1,Ministry of Minority Affairs,0,"2023-06-24 08:53:10.425771000","2023-06-24 08:53:10.425771000"
334,1,Ministry of New & Renewable Energy,0,"2023-06-24 08:53:10.441132000","2023-06-24 08:53:10.441132000"
335,1,Ministry of Overseas Indian Affairs,0,"2023-06-24 08:53:10.455698000","2023-06-24 08:53:10.455698000"
336,1,Ministry of Panchayati Raj,0,"2023-06-24 08:53:10.470774000","2023-06-24 08:53:10.470774000"
337,1,Ministry of Parliamentary Affairs,0,"2023-06-24 08:53:10.482859000","2023-06-24 08:53:10.482859000"
338,1,Ministry of Petroleum & Natural Gas,0,"2023-06-24 08:53:10.503064000","2023-06-24 08:53:10.503064000"
339,1,Petroleum Conservation & Research Association (PCRA),0,"2023-06-24 08:53:10.516454000","2023-06-24 08:53:10.516454000"
340,1,Ministry of Power,0,"2023-06-24 08:53:10.532779000","2023-06-24 08:53:10.532779000"
341,1,National Thermal Power Corporation,0,"2023-06-24 08:53:10.546737000","2023-06-24 08:53:10.546737000"
342,1,Power Grid Corporation of India Ltd.,0,"2023-06-24 08:53:10.560781000","2023-06-24 08:53:10.560781000"
343,1,Rural Electrification Corporation Ltd.,0,"2023-06-24 08:53:10.581735000","2023-06-24 08:53:10.581735000"
344,1,Power Finance Corporation Ltd.,0,"2023-06-24 08:53:10.599353000","2023-06-24 08:53:10.599353000"
345,1,Ministry of Railways,0,"2023-06-24 08:53:10.616765000","2023-06-24 08:53:10.616765000"
346,1,Ministry of Road Transport & Highways,0,"2023-06-24 08:53:10.634910000","2023-06-24 08:53:10.634910000"
347,1,National Highways Authority of India (NHAI),0,"2023-06-24 08:53:10.647045000","2023-06-24 08:53:10.647045000"
348,1,Indian Academy of Highway Engineers (IAHE),0,"2023-06-24 08:53:10.664665000","2023-06-24 08:53:10.664665000"
349,1,Ministry of Rural Development,0,"2023-06-24 08:53:10.680117000","2023-06-24 08:53:10.680117000"
350,1,Ministry of Shipping,0,"2023-06-24 08:53:10.693863000","2023-06-24 08:53:10.693863000"
351,1,Ministry of Social Justice & Empowerment,0,"2023-06-24 08:53:10.709189000","2023-06-24 08:53:10.709189000"
352,1,Ministry of Statistics & Programme Implementation,0,"2023-06-24 08:53:10.729872000","2023-06-24 08:53:10.729872000"
353,1,Ministry of Steel,0,"2023-06-24 08:53:10.752707000","2023-06-24 08:53:10.752707000"
354,1,Steel Authority of India Ltd. (SAIL),0,"2023-06-24 08:53:10.766364000","2023-06-24 08:53:10.766364000"
355,1,Ministry of Textiles,0,"2023-06-24 08:53:10.780440000","2023-06-24 08:53:10.780440000"
356,1,Ministry of Tourism,0,"2023-06-24 08:53:10.795226000","2023-06-24 08:53:10.795226000"
357,1,National Council for Hotel Management & Catering Technology (NCHMCT),0,"2023-06-24 08:53:10.810090000","2023-06-24 08:53:10.810090000"
358,1,Ministry of Tribal Affairs,0,"2023-06-24 08:53:10.825458000","2023-06-24 08:53:10.825458000"
359,1,Ministry of Urban Development,0,"2023-06-24 08:53:10.838570000","2023-06-24 08:53:10.838570000"
360,1,Delhi Development Authority,0,"2023-06-24 08:53:10.852566000","2023-06-24 08:53:10.852566000"
361,1,CPWD-Headquarters,0,"2023-06-24 08:53:10.869906000","2023-06-24 08:53:10.869906000"
362,1,CPWD-Delhi Region,0,"2023-06-24 08:53:10.885329000","2023-06-24 08:53:10.885329000"
363,1,CPWD-Eastern Region,0,"2023-06-24 08:53:10.899044000","2023-06-24 08:53:10.899044000"
364,1,CPWD-Western Region,0,"2023-06-24 08:53:10.912475000","2023-06-24 08:53:10.912475000"
365,1,CPWD-Northern Region,0,"2023-06-24 08:53:10.928649000","2023-06-24 08:53:10.928649000"
366,1,CPWD-Southern Region,0,"2023-06-24 08:53:10.942757000","2023-06-24 08:53:10.942757000"
367,1,"Ministry of Water Resources, River Development & Ganga Rejuvenation",0,"2023-06-24 08:53:10.955840000","2023-06-24 08:53:10.955840000"
368,1,Central Soil & Materials Research Station,0,"2023-06-24 08:53:10.970610000","2023-06-24 08:53:10.970610000"
369,1,Upper Yamuna River Board,0,"2023-06-24 08:53:10.983087000","2023-06-24 08:53:10.983087000"
370,1,Ministry of Women & Child Development,0,"2023-06-24 08:53:10.994471000","2023-06-24 08:53:10.994471000"
371,1,Ministry of Youth Affairs & Sports,0,"2023-06-24 08:53:11.012425000","2023-06-24 08:53:11.012425000"
372,1,National Institution for Transforming India (NITI Aayog),0,"2023-06-24 08:53:11.024702000","2023-06-24 08:53:11.024702000"
373,1,Unique Identification Authority of India,0,"2023-06-24 08:53:11.038448000","2023-06-24 08:53:11.038448000"
374,1,President Secretariat,0,"2023-06-24 08:53:11.051391000","2023-06-24 08:53:11.051391000"
375,1,Prime Minister's Office,0,"2023-06-24 08:53:11.067374000","2023-06-24 08:53:11.067374000"
376,1,Vice-President Secretariat,0,"2023-06-24 08:53:11.081271000","2023-06-24 08:53:11.081271000"
